Gene,Value,AveExpr,t,P.Value,padj,B
Rv0982,-1.082893597,12.58648964,-4.986414219,0.001268944,0.005851968,-1.040465167
Rvnt40,-1.103083573,11.17390016,-4.979750543,0.001279114,0.00589212,-1.049032913
Rv3578,-1.645184506,8.518380147,-4.977453109,0.001282641,0.005894433,-1.051988323
Rv1228,1.382161862,8.396669369,4.976653635,0.001283871,0.005894433,-1.053016947
Rv1311,-1.352559463,12.24685952,-4.976564485,0.001284008,0.005894433,-1.053131655
Rv2644c,2.783777418,8.362418441,4.975032035,0.00128637,0.005898547,-1.055103625
Rv1593c,1.43035071,12.8794627,4.974045221,0.001287893,0.005898813,-1.056373648
Rv2777c,1.515269107,11.39543523,4.969601079,0.001294777,0.005923605,-1.062095002
Rv2601A,1.576027253,11.67323572,4.965290221,0.001301493,0.005947573,-1.06764754
Rv2756c,-1.458157735,8.248096954,-4.961794053,0.001306968,0.005965821,-1.072152734
Rv2358,1.60151067,11.8589783,4.960322236,0.001309281,0.005965947,-1.074049868
Rv2197c,-1.087794683,12.22749204,-4.959890764,0.00130996,0.005965947,-1.074606085
Rv1360,-1.675982581,11.25560878,-4.958702391,0.001311831,0.00596772,-1.076138175
Rv1309,-1.112133113,12.27709127,-4.956321883,0.001315589,0.005978059,-1.079207828
Rv0101,-1.697327029,9.180104507,-4.954632145,0.001318263,0.005983459,-1.081387243
Rv0772,1.31020671,8.893566643,4.948062475,0.001328719,0.006024123,-1.089864755
Rv2327,-1.0748543,12.42049688,-4.946357008,0.001331448,0.006029705,-1.092066528
Rv2038c,-1.091790744,7.599537423,-4.945247843,0.001333226,0.006030974,-1.093498701
Rv2445c,-2.207077469,10.39415238,-4.939902771,0.001341831,0.006063089,-1.100402884
Rv2364c,-1.237938323,11.91077923,-4.938408862,0.001344247,0.006067197,-1.102333304
Rv1033c,-1.410642254,7.893954664,-4.93397618,0.001351444,0.00609285,-1.108063121
Rv3422c,-1.624738081,11.32816938,-4.932917655,0.001353169,0.006093803,-1.10943183
Rv3682,-1.018797097,12.6805352,-4.929532973,0.001358701,0.006111878,-1.113809443
Rv2077c,1.589580117,11.54862725,4.922903954,0.001369607,0.006154062,-1.122388038
Rv0327c,1.187674765,7.715279517,4.921022007,0.001372721,0.006161176,-1.124824639
Rv0572c,1.914707773,11.98584317,4.913724391,0.001384869,0.006198188,-1.13427796
Rv0921,2.182916377,11.36700858,4.913497233,0.001385249,0.006198188,-1.134572346
Rv0672,-1.47637173,11.25015748,-4.913295782,0.001385586,0.006198188,-1.134833423
Rv3188,2.360780815,9.052107161,4.910462329,0.001390337,0.006212539,-1.138506165
Rv3756c,-1.670470733,11.83583956,-4.901806789,0.001404962,0.006270927,-1.149732857
Rv0958,-1.412175927,10.794559,-4.898953754,0.001409819,0.00628564,-1.15343581
Rv3286c,2.46646196,11.44672825,4.893281716,0.001419531,0.006321939,-1.160801108
Rv2223c,-1.443439601,9.918218893,-4.891267219,0.001422998,0.006330377,-1.163418127
Rv0287,-1.634820247,13.16574379,-4.885954464,0.001432186,0.006364218,-1.170322758
Rv2761c,-1.409058908,9.632219616,-4.884023589,0.001435542,0.006372096,-1.172833217
Rv3356c,-1.095807596,10.28518791,-4.880452403,0.00144177,0.006392695,-1.177477799
Rv1271c,-1.586512329,9.904698819,-4.876565666,0.001448583,0.006415836,-1.182534913
Rv3005c,-1.443178167,12.3424679,-4.874427396,0.001452346,0.006425434,-1.18531801
Rv1397c,1.156157827,14.05200544,4.87328627,0.001454359,0.006427276,-1.186803536
Rv0568,-0.992714633,11.93974467,-4.871075869,0.001458266,0.006437477,-1.189681594
Rv1179c,-1.705530382,9.732335576,-4.867017411,0.00146547,0.006462192,-1.194967795
Rv1485,-1.452068688,10.26542468,-4.863830988,0.001471153,0.006478251,-1.19911986
Rv3501c,2.554652171,10.60915707,4.863173054,0.00147233,0.006478251,-1.199977366
Rv1884c,-1.692845373,12.28619963,-4.861840228,0.001474716,0.006480691,-1.201714676
Rv2314c,-2.292968175,11.26015875,-4.861066505,0.001476104,0.006480691,-1.202723326
Rv1765A,3.258410246,9.207572305,4.8569183,0.001483566,0.00650636,-1.20813257
Rv1457c,-2.161829907,9.222708579,-4.855543431,0.001486049,0.006509167,-1.209925954
Rv0191,2.01638281,11.56158644,4.854774041,0.00148744,0.006509167,-1.21092967
Rv3331,-1.32484399,10.56788848,-4.853398952,0.00148993,0.006512984,-1.212723775
Rv0255c,-1.380914574,8.348602026,-4.851588377,0.001493216,0.006520267,-1.215086492
Rv1980c,1.34174632,12.45261786,4.848811199,0.001498271,0.006531788,-1.218711521
Rv1489A,-1.532091479,10.49367432,-4.848357226,0.001499099,0.006531788,-1.219304195
Rv3308,-1.814738763,8.627321514,-4.843211491,0.001508521,0.006565735,-1.226024232
Rv1564c,-1.129973551,9.576716759,-4.840224928,0.001514019,0.006579117,-1.229926302
Rv0408,-1.359996902,9.611532533,-4.839767066,0.001514864,0.006579117,-1.230524634
Rv2682c,-1.151735867,12.41780224,-4.838827921,0.001516598,0.006579553,-1.231752002
Rv3678c,-1.361200577,12.24388311,-4.83583357,0.001522143,0.0065965,-1.235666183
Rv3001c,-1.092877193,12.4961433,-4.833057805,0.001527303,0.006611745,-1.239295813
Rv0474,1.878489517,11.60838676,4.825659317,0.001541151,0.006664525,-1.248975729
Rv3107c,-1.102037891,8.018069148,-4.823693778,0.001544853,0.006673366,-1.251548728
Rv0896,-1.08588412,12.95136595,-4.822748779,0.001546636,0.006673908,-1.252785986
Rv0418,-2.411441581,9.868519553,-4.821745752,0.001548531,0.006674932,-1.254099362
Rv0015c,-1.126823947,11.74247108,-4.819995115,0.001551845,0.006682063,-1.256392023
Rv1272c,-1.682794764,9.687710305,-4.816903267,0.001557717,0.006700181,-1.26044226
Rv1919c,-1.149152902,10.73234698,-4.815538568,0.001560317,0.0067042,-1.262230426
Rv3733c,-1.084153227,11.94018972,-4.80891956,0.001572993,0.00675146,-1.270907216
Rv2547,-1.679594837,8.734892155,-4.793941299,0.001602097,0.006869053,-1.29056592
Rv0723,-1.088701217,13.39551945,-4.790411844,0.00160904,0.006891485,-1.295203084
Rv1498A,2.116679718,8.033912093,4.785054342,0.001619643,0.006929525,-1.302245533
Rv3797,-1.820821086,9.96568237,-4.7832198,0.001623292,0.006937762,-1.304658015
Rv3182,2.41306165,9.497697797,4.778282386,0.001633155,0.006972517,-1.311153343
Rv2921c,-1.16711273,11.45047182,-4.776072376,0.001637592,0.006978928,-1.314061847
Rv0424c,-1.571149158,10.26670427,-4.7758077,0.001638124,0.006978928,-1.314410225
Rv0018c,-1.231154323,11.9592695,-4.77444894,0.001640859,0.006983191,-1.316198845
Rv0007,-1.625800107,12.7171492,-4.770543239,0.001648749,0.007009359,-1.321341676
Rv0114,-1.370998954,8.192785677,-4.769368654,0.00165113,0.007012076,-1.32288875
Rv3492c,-2.233100989,10.54294263,-4.7624349,0.001665261,0.007058805,-1.332025514
Rv2794c,-1.44526764,11.65390956,-4.761882313,0.001666393,0.007058805,-1.332753974
Rv2750,-1.071946397,10.85194723,-4.761394701,0.001667393,0.007058805,-1.333396819
Rv2234,-1.468681819,10.60701036,-4.755398119,0.001679739,0.007103601,-1.341305288
Rv2152c,-2.39217704,10.72343477,-4.754239426,0.001682136,0.007106274,-1.342834019
Rv2012,5.087362505,9.473759246,4.750410976,0.001690083,0.007131112,-1.347886519
Rv2077A,0.996546341,7.409409296,4.749702466,0.001691558,0.007131112,-1.348821795
Rv1849,-1.225096635,9.332993559,-4.746192104,0.001698888,0.007149199,-1.353456775
Rv1812c,1.079178353,12.65916459,4.745238109,0.001700886,0.007149199,-1.354716715
Rv1229c,-1.082200053,12.01954078,-4.745099824,0.001701176,0.007149199,-1.35489936
Rv2549c,-1.458093571,8.479681281,-4.741684071,0.001708352,0.007171871,-1.359411716
Rv3061c,2.163540253,11.90272952,4.740248985,0.001711377,0.007177086,-1.361308038
Rv3244c,-1.29831177,11.9474027,-4.738514129,0.001715041,0.00718497,-1.363600884
Rv2252,1.118078873,8.669099866,4.737400062,0.001717399,0.007187369,-1.365073508
Rv1692,-1.574424469,9.447039052,-4.724571423,0.001744807,0.007285047,-1.382044163
Rv3517,1.266843693,7.749892584,4.724398855,0.001745179,0.007285047,-1.382272613
Rv0036c,-1.351977411,10.94889727,-4.7235222,0.00174707,0.007285047,-1.383433225
Rv3710,1.25595392,13.0483413,4.72310187,0.001747977,0.007285047,-1.383989744
Rv1073,1.469475653,13.41748023,4.721520912,0.001751395,0.007291742,-1.386083172
Rv3577,-1.371003724,8.730490683,-4.717876429,0.001759301,0.007317091,-1.390910426
Rv0086,-1.7332821,11.63289016,-4.716470748,0.00176236,0.007322253,-1.392772826
Rv1635c,-1.037036349,9.906459259,-4.715253105,0.001765016,0.007325724,-1.394386329
Rv1328,-1.065224139,9.906769524,-4.7126745,0.001770653,0.007341554,-1.397803968
Rv2007c,-0.98233741,14.59502196,-4.707246474,0.001782584,0.00738342,-1.405001387
Rv1446c,-2.756749242,10.58270882,-4.706014887,0.001785304,0.007385782,-1.406635044
Rv2702,-1.557337458,9.598808354,-4.705327481,0.001786824,0.007385782,-1.407546961
Rv1723,-0.974479966,8.110008189,-4.703830628,0.001790138,0.007391799,-1.409532935
Rv2376c,-1.358030417,11.82239186,-4.703012872,0.001791951,0.007391799,-1.410618047
Rv1048c,5.099092394,9.365314981,4.701062917,0.001796284,0.007402087,-1.413205914
Rv2580c,-0.978471697,12.13392242,-4.697146639,0.00180502,0.007425274,-1.418405064
Rv2951c,-2.491427063,11.20008053,-4.696887546,0.0018056,0.007425274,-1.418749109
Rv1605,-1.64000393,11.39202638,-4.693032,0.001814249,0.007453229,-1.42386999
Rv0107c,-1.518959889,10.98827732,-4.689727808,0.001821697,0.0074762,-1.428260314
Rv2051c,-1.354200203,11.55883267,-4.68176123,0.001839793,0.007542778,-1.438852231
Rv0940c,2.428226439,10.36463229,4.678873989,0.0018464,0.007562164,-1.442693255
Rv1349,-1.207924814,7.687432945,-4.673056631,0.001859791,0.007609268,-1.450436077
Rv1237,-1.401058008,8.804016383,-4.670385008,0.001865977,0.007626825,-1.453993641
Rv1805c,2.826715916,8.420816772,4.66074798,0.001888477,0.00771096,-1.466835159
Rv0427c,-1.050498472,8.89638815,-4.659762389,0.001890794,0.007712602,-1.46814925
Rv2895c,-0.977978383,10.71993249,-4.650166994,0.001913523,0.007797412,-1.480950283
Rv0679c,1.433376817,12.13059947,4.64709121,0.001920872,0.007799398,-1.485056498
Rv2675c,-1.08828257,11.80698673,-4.647075141,0.00192091,0.007799398,-1.485077955
Rv0724A,1.382195139,10.4795496,4.645720435,0.001924157,0.007799398,-1.486886952
Rv1964,1.434448537,8.118625424,4.645408639,0.001924905,0.007799398,-1.487303344
Rv0973c,-1.32690447,8.636848958,-4.644228274,0.00192774,0.007799398,-1.488879811
Rv1618,-1.487152238,10.90639804,-4.644161343,0.0019279,0.007799398,-1.48896921
Rv2935,-1.14065058,12.53565657,-4.643774607,0.00192883,0.007799398,-1.489485773
Rv2991,1.771451922,8.930194308,4.643437136,0.001929642,0.007799398,-1.489936552
Rv2856,-1.354918211,8.578570103,-4.641797127,0.001933593,0.007799398,-1.49212744
Rv3886c,-2.105026795,9.685192276,-4.6411757,0.001935092,0.007799398,-1.492957708
Rv3806c,-2.301307085,11.72475699,-4.641081236,0.00193532,0.007799398,-1.493083923
Rv1814,1.539348568,9.715473354,4.64005799,0.001937792,0.00780155,-1.494451186
Rv2677c,-1.856082169,11.38331919,-4.637170792,0.001944785,0.007821882,-1.498309896
Rv1689,-1.08154075,8.812116807,-4.636363825,0.001946744,0.007821949,-1.499388619
Rv1772,1.64445199,12.0792551,4.63434559,0.001951655,0.00783386,-1.502086938
Rv0876c,-1.097650313,12.07001213,-4.633375323,0.00195402,0.007835542,-1.50338437
Rv1251c,-1.183354111,7.991397715,-4.626914651,0.00196985,0.007891162,-1.512027051
Rv0673,-1.877089145,11.42430642,-4.624532598,0.001975722,0.007899447,-1.515215162
Rv3641c,2.356024393,11.11601704,4.624483815,0.001975843,0.007899447,-1.515280462
Rv0467,1.27304957,11.42921556,4.623534946,0.001978187,0.007900975,-1.516550656
Rv1611,-1.06973447,12.6380191,-4.616441187,0.001995812,0.007963468,-1.526050849
Rv1127c,-1.015143967,10.32064064,-4.613785432,0.002002455,0.007982061,-1.52960943
Rv0338c,-0.983910853,12.2620963,-4.612751218,0.002005048,0.007984493,-1.530995506
Rv2069,1.755209018,9.715142403,4.605334277,0.002023754,0.008049688,-1.540940464
Rv1163,-1.705381703,12.78512441,-4.604187752,0.002026662,0.008049688,-1.542478498
Rv2768c,-1.287420036,9.107840027,-4.603890235,0.002027418,0.008049688,-1.542877641
Rv2789c,-1.673542807,11.46430954,-4.591930665,0.002058044,0.008163236,-1.558933148
Rv0243,-0.98144705,13.19833932,-4.584760508,0.002076647,0.00822892,-1.568569042
Rv2235,-1.324924661,10.99381205,-4.58368098,0.002079464,0.00823198,-1.570020462
Rv2611c,-2.100672999,10.21105874,-4.581969106,0.00208394,0.008241593,-1.57232242
Rv1747,-1.044013067,11.49945525,-4.581016849,0.002086434,0.008243359,-1.573603108
Rv2047c,-2.205223912,10.24778971,-4.579369666,0.002090756,0.008252335,-1.575818713
Rv3753c,-2.075543847,10.85386861,-4.576524051,0.002098245,0.008267854,-1.579647255
Rv1408,-1.16091238,11.45517139,-4.576315704,0.002098795,0.008267854,-1.579927615
Rv3851,-1.536886168,9.563823546,-4.571310652,0.002112042,0.008311909,-1.586664543
Rv1273c,-1.462735789,8.561670659,-4.569777415,0.002116119,0.008319819,-1.588729056
Rv1685c,2.356259587,8.816147393,4.564661834,0.002129783,0.00835969,-1.595619717
Rv0223c,1.369519554,9.64107509,4.564426782,0.002130413,0.00835969,-1.595936423
Rv0312,-1.363023927,9.029221002,-4.563334299,0.002133344,0.008363042,-1.597408528
Rv1417,-0.960426393,12.39664007,-4.561806923,0.00213745,0.008370986,-1.599466939
Rv2773c,-1.47912641,11.32373152,-4.559206917,0.002144459,0.008387822,-1.602971698
Rv1575,1.74684861,8.578518875,4.558667771,0.002145916,0.008387822,-1.60369858
Rv1491c,-1.509280606,10.8272352,-4.555412375,0.002154733,0.008414119,-1.608088451
Rv0596c,1.401345729,10.3725268,4.552166648,0.002163564,0.008440417,-1.612466832
Rv1622c,1.567841461,9.641612166,4.54702729,0.002177629,0.00848706,-1.619402825
Rv0629c,-1.924192728,9.424623746,-4.544451239,0.002184716,0.008506447,-1.622880879
Rv1319c,-1.089834991,9.115941044,-4.540611211,0.002195327,0.008533389,-1.628067301
Rv3509c,-1.193011072,9.712000519,-4.540413659,0.002195875,0.008533389,-1.628334178
Rv3297,-1.411729667,9.428911086,-4.538492781,0.002201205,0.008545855,-1.630929423
Rv3541c,-1.180645734,10.23639305,-4.536761178,0.002206023,0.008556308,-1.633269409
Rv0814c,1.12852969,12.93749085,4.535787112,0.002208738,0.008558593,-1.634585898
Rv0092,-0.961159492,8.939943767,-4.532460282,0.002218038,0.008582887,-1.639083288
Rv1376,-1.15185274,8.321843473,-4.532020393,0.002219271,0.008582887,-1.639678076
Rv3728,-1.295750453,8.210531707,-4.529289256,0.002226943,0.008604292,-1.643371567
Rv1018c,-1.338427009,10.43277714,-4.525444365,0.002237792,0.008637921,-1.648573112
Rv2582,1.312972512,9.305510939,4.520945752,0.00225056,0.008678882,-1.654661796
Rv1716,-2.13033194,8.845265229,-4.514294156,0.002269583,0.008743869,-1.663669889
Rv0529,-2.032530883,11.92388092,-4.512102292,0.002275891,0.008759786,-1.666639696
Rv2492,0.983046936,7.127075805,4.505405812,0.002295279,0.008812024,-1.675717277
Rv0119,-1.705502928,8.398974621,-4.505234704,0.002295777,0.008812024,-1.675949312
Rv2142c,2.615891748,10.42741417,4.505148021,0.002296029,0.008812024,-1.676066864
Rv0236c,-1.733987754,10.91958615,-4.502516747,0.0023037,0.008822699,-1.67963565
Rv3083,-2.149053093,9.86487868,-4.502307202,0.002304312,0.008822699,-1.679919899
Rv1000c,1.831194476,10.17518183,4.5014974,0.002306679,0.008822699,-1.681018459
Rv1185c,-2.088181015,11.79787375,-4.501190491,0.002307576,0.008822699,-1.681434831
Rv1891,1.186076537,12.10844429,4.495585794,0.002324038,0.008877208,-1.689040928
Rv2083,-2.101000542,10.68224185,-4.492709448,0.002332536,0.008887664,-1.692946184
Rv2923c,-1.204722617,10.16288787,-4.49248902,0.002333189,0.008887664,-1.693245513
Rv2192c,-1.406393621,10.10743289,-4.492418349,0.002333398,0.008887664,-1.693341481
Rv0615,1.07528305,12.08061898,4.488580191,0.002344795,0.008921143,-1.698554654
Rv3814c,-1.03760967,11.2240734,-4.487967708,0.00234662,0.008921143,-1.699386758
Rv1995,3.920175328,8.806025287,4.485565181,0.002353791,0.008939963,-1.702651299
Rv0955,-1.02499439,11.28373019,-4.481173431,0.002366961,0.008981513,-1.708620969
Rv0213c,1.787411989,8.419763483,4.470620297,0.002398939,0.009094284,-1.722977296
Rv2057c,1.428336669,8.285009666,4.467649619,0.002408026,0.009112145,-1.727021498
Rv1791,1.066160953,11.13528363,4.467600247,0.002408177,0.009112145,-1.727088724
Rv0531,-1.695356858,10.36490237,-4.464692165,0.002417109,0.00913196,-1.731048981
Rv1469,-1.400062737,7.953756126,-4.464418868,0.002417951,0.00913196,-1.731421222
Rv1454c,-1.356739627,9.796862607,-4.461324539,0.002427498,0.009159426,-1.735636593
Rv2449c,-1.191753857,11.29562004,-4.454339263,0.002449203,0.009232669,-1.745157703
Rv3673c,-0.97903268,11.87048897,-4.452586579,0.002454682,0.009244668,-1.747547774
Rv1559,-1.087583717,11.923075,-4.446878367,0.00247262,0.00930352,-1.755334964
Rv3355c,-1.250952743,11.3315414,-4.445891097,0.002475736,0.00930655,-1.756682288
Rv1379,1.141799543,9.862717405,4.443365777,0.002483729,0.009327883,-1.760129232
Rv2958c,1.214736423,9.566263934,4.440522304,0.002492761,0.009353082,-1.764011553
Rv3160c,1.656564473,11.61671507,4.437676656,0.002501837,0.009378394,-1.767898025
Rv2432c,1.554166414,7.620586925,4.426245607,0.002538658,0.009507571,-1.783521993
Rv2667,1.240576874,7.952396941,4.421388856,0.002554481,0.009557939,-1.790165968
Rv0553,-1.302118749,8.094068016,-4.417393816,0.002567578,0.009591281,-1.79563371
Rv3871,-0.92736544,13.03712402,-4.417217568,0.002568157,0.009591281,-1.795874983
Rv2284,-1.746464474,9.600277853,-4.415647863,0.002573324,0.009601671,-1.798024008
Rv2063,-1.274005326,8.40359171,-4.413757849,0.002579561,0.009613293,-1.800612034
Rv2696c,-1.06191024,12.46632215,-4.413257434,0.002581215,0.009613293,-1.801297346
Rv2438c,-1.093206463,11.77902728,-4.412251754,0.002584542,0.009616772,-1.802674724
Rv3256c,-1.830057147,12.1552934,-4.411532088,0.002586926,0.009616772,-1.803660468
Rv3855,1.886385207,11.85395172,4.408895888,0.002595679,0.00964041,-1.80727198
Rv2898c,-1.201462392,8.908698908,-4.404659046,0.002609815,0.009683978,-1.81307844
Rv1077,-1.001178163,11.68602455,-4.403361136,0.002614162,0.009691176,-1.814857707
Rv3048c,1.155465367,12.89272843,4.401498111,0.002620416,0.009705423,-1.817412104
Rv3382c,-1.181507547,10.03675804,-4.395933807,0.002639191,0.009765978,-1.825044333
Rv1489,-0.93726415,12.19956131,-4.391856821,0.002653041,0.009800469,-1.830639351
Rv2273,-1.247209558,8.505523092,-4.391757071,0.002653381,0.009800469,-1.830776272
Rv2325c,-1.36998719,12.56595979,-4.390587932,0.002657368,0.009806198,-1.832381194
Rv3166c,1.358648761,8.978887786,4.38222751,0.002686068,0.009903031,-1.843863646
Rv1932,-0.95458415,12.26832396,-4.380452269,0.002692206,0.009916578,-1.846303122
Rv1164,-1.236006387,12.46237259,-4.376271033,0.002706722,0.009960934,-1.85205064
Rv2345,-1.351445071,10.0311408,-4.375096373,0.002710815,0.009966888,-1.853665783
Rv1668c,-1.76960217,8.584778486,-4.373535128,0.002716266,0.009977818,-1.855812783
Rv2509,-0.99195971,11.52896956,-4.368583796,0.002733633,0.010032459,-1.862624118
Rv0813c,1.14196753,12.41839276,4.363768259,0.00275064,0.01008568,-1.869252057
Rv0226c,-1.721031314,8.330421635,-4.361488,0.002758733,0.010099181,-1.872391698
Rv0443,-1.093218193,11.10033722,-4.361317591,0.002759339,0.010099181,-1.872626362
Rv2349c,-1.258988694,8.578678795,-4.359803026,0.00276473,0.010109722,-1.87471219
Rv2760c,-1.292170499,7.660508206,-4.358529994,0.002769271,0.010117136,-1.876465639
Rv2135c,-1.174363923,11.30008164,-4.349761342,0.002800766,0.010222922,-1.88854979
Rv3594,-1.199814913,8.30293899,-4.348283959,0.002806111,0.010233154,-1.89058688
Rv2721c,-1.540985397,10.79547377,-4.338634646,0.002841294,0.01035208,-1.903899598
Rv0866,-1.06929189,11.22701389,-4.334044579,0.002858198,0.010404255,-1.910237029
Rv1508c,-1.15815117,9.941109198,-4.333273079,0.00286105,0.010405229,-1.911302526
Rv1816,-1.341575484,10.11965871,-4.331099814,0.002869101,0.010425091,-1.914304422
Rv2624c,-1.085021353,13.96672383,-4.329174453,0.002876254,0.010441659,-1.916964461
Rv2744c,0.964410763,13.68037394,4.326231808,0.002887224,0.01047204,-1.921030995
Rv0133,-1.3551486,11.40610838,-4.324282104,0.002894518,0.010489044,-1.923726041
Rv0777,-1.502384963,10.73730735,-4.322916971,0.002899636,0.010498098,-1.925613368
Rv0407,-1.26553348,9.398286674,-4.322225817,0.002902231,0.010498098,-1.926569008
Rv2648,1.24343233,11.82685184,4.320297132,0.002909487,0.010514896,-1.929236112
Rv1106c,-1.063271894,9.565565498,-4.318818617,0.002915062,0.010525597,-1.931281056
Rv3177,2.286163528,8.523730873,4.313994917,0.002933333,0.010582079,-1.93795494
Rv3006,-1.776715625,11.35419008,-4.311757081,0.002941852,0.010603309,-1.941052263
Rv1820,-1.317869807,11.46863205,-4.308988998,0.002952426,0.010631904,-1.944884482
Rv1784,-1.226574993,11.84650895,-4.306931744,0.002960312,0.010650775,-1.947733323
Rv1459c,-1.423588866,10.06670673,-4.305201494,0.002966962,0.01066517,-1.950129809
Rv3205c,0.967056273,12.87892995,4.301025526,0.002983079,0.010713539,-1.955915514
Rv1947,1.164195573,8.362789245,4.2974827,0.002996827,0.010753322,-1.960825985
Rv0178,-0.99943901,12.45074386,-4.295293154,0.003005359,0.010774331,-1.963861668
Rvnt24,2.114289676,9.625401385,4.28896994,0.003030145,0.010838352,-1.972632324
Rv1896c,2.10572861,10.71455865,4.288957407,0.003030194,0.010838352,-1.972649714
Rv2742c,1.549499527,10.76182667,4.288678427,0.003031293,0.010838352,-1.973036809
Rv2524c,-1.45129076,12.59138915,-4.286610698,0.003039449,0.010855623,-1.975906199
Rv0556,-1.109900167,11.50165949,-4.28608777,0.003041516,0.010855623,-1.976631964
Rv2531c,-1.517246023,10.53107034,-4.280492215,0.003063725,0.010925207,-1.984400426
Rv2836c,-2.402549158,11.55839416,-4.277394014,0.003076099,0.010959622,-1.988703675
Rv2956,1.632579832,9.761639951,4.274098035,0.003089321,0.010997,-1.993283143
Rv3032,-1.842376193,8.773424267,-4.273004059,0.003093724,0.011002943,-1.994803468
Rv2395,-1.035372976,10.4305569,-4.269179049,0.00310917,0.011048119,-2.00012053
Rv1990c,2.466828832,10.17591171,4.267810675,0.003114716,0.011058067,-2.002023185
Rv1890c,1.65562827,8.965500903,4.262032486,0.003138255,0.011131819,-2.010060427
Rv1014c,2.074908514,9.904259121,4.260346447,0.00314516,0.011146491,-2.012406544
Rv3815c,-0.896371997,11.66879165,-4.257348674,0.003157478,0.011161257,-2.016578941
Rv0146,-1.591838817,12.04054104,-4.257090074,0.003158543,0.011161257,-2.016938929
Rv2259,-1.20972517,11.22746805,-4.256680662,0.00316023,0.011161257,-2.017508878
Rv3328c,-1.895588236,10.62226384,-4.256635567,0.003160416,0.011161257,-2.017571657
Rv3462c,0.935491957,13.60165401,4.251348912,0.003182288,0.011228653,-2.024933465
Rv1207,-1.267793781,10.6085407,-4.248408306,0.003194526,0.011261963,-2.029030069
Rv2736c,-0.95282702,10.78596105,-4.24659841,0.003202083,0.01127873,-2.031552077
Rv1488,-1.013549,12.37047107,-4.24190213,0.003221784,0.011338202,-2.038098314
Rv1343c,1.016846336,10.02611781,4.238571011,0.003235838,0.011377716,-2.042743538
Rv3455c,-1.448731387,12.53094675,-4.236027378,0.003246614,0.011405646,-2.046291683
Rv0420c,1.31973691,10.6026231,4.234203341,0.003254366,0.011422911,-2.048836623
Rv1255c,2.631117371,9.747287109,4.232078874,0.00326342,0.011444712,-2.051801329
Rv2307A,0.953507625,9.444759274,4.230845569,0.003268689,0.011450288,-2.053522708
Rv2081c,1.15647399,11.54509771,4.230375724,0.003270698,0.011450288,-2.05417855
Rv2953,-2.131593004,10.35221818,-4.225727537,0.003290651,0.011510133,-2.060668495
Rv3701c,-1.329295183,11.08157191,-4.224946841,0.003294016,0.011511898,-2.06175883
Rv3606c,-1.68823845,11.87083592,-4.223620487,0.00329974,0.011521902,-2.063611439
Rv2829c,1.471592683,11.68063021,4.221103361,0.003310633,0.01154992,-2.06712797
Rv3484,-1.263710047,11.77844527,-4.216786944,0.003329404,0.011605349,-2.073160287
Rv3899c,-0.907821397,7.796437392,-4.215194509,0.003336358,0.011613694,-2.07538643
Rv3219,1.03144062,13.35227755,4.214918004,0.003337567,0.011613694,-2.075773007
Rv0778,-1.121935297,9.475008412,-4.212831365,0.003346707,0.01162677,-2.07869065
Rv0143c,-1.01214924,10.76827824,-4.212741563,0.003347101,0.01162677,-2.07881623
Rv1422,-1.345449177,11.84473748,-4.210459362,0.003357129,0.011651554,-2.082008055
Rv1025,-1.744250382,10.37624569,-4.200237294,0.003402452,0.011791329,-2.096313453
Rv2880c,-0.87303557,11.39869859,-4.200056329,0.00340326,0.011791329,-2.096566841
Rv3307,-1.269063473,9.99265835,-4.198935148,0.003408272,0.011798543,-2.098136823
Rv2307c,1.33871357,9.165285368,4.19747715,0.003414803,0.011810994,-2.100178715
Rv0429c,-1.701038124,9.558074211,-4.191444828,0.003441967,0.011894729,-2.108630042
Rv1862,-1.281853798,10.56296197,-4.184927973,0.003471577,0.011986767,-2.117766001
Rv2940c,-0.91911539,13.34902377,-4.18410961,0.003475315,0.01198939,-2.118913686
Rv2023A,-1.18387344,8.977895433,-4.17954441,0.003496247,0.012051276,-2.125317737
Rv3173c,1.09835908,13.29973841,4.178068223,0.003503045,0.012064377,-2.127389158
Rv2456c,-1.434917471,10.79811355,-4.172709677,0.003527841,0.012139391,-2.134910991
Rv0289,-1.168189033,13.3270234,-4.168395337,0.003547944,0.01219814,-2.140970012
Rv0885,1.235482417,13.1077601,4.16618753,0.003558279,0.012223236,-2.144071654
Rv1696,-1.907771252,10.32230117,-4.164433161,0.003566515,0.012232296,-2.146536773
Rv2285,-1.09034627,8.964098915,-4.164331502,0.003566993,0.012232296,-2.14667963
Rv0749A,2.146389225,10.84645273,4.158576167,0.003594162,0.012314976,-2.154769764
Rv0858c,-0.878068651,7.809610893,-4.15661405,0.003603476,0.012336389,-2.15752893
Rv3206c,1.09869313,13.33502562,4.152982767,0.003620782,0.012385104,-2.162636742
Rv2915c,-0.996185167,8.659884141,-4.151783506,0.003626517,0.012394191,-2.164324047
Rv1945,0.912222023,10.73415652,4.147434057,0.0036474,0.012444705,-2.170445219
Rv2985,-1.083668646,10.60653521,-4.147417643,0.003647479,0.012444705,-2.170468324
Rv2323c,1.125859505,8.204227267,4.144697743,0.003660605,0.012478914,-2.174297518
Rv3100c,1.321099693,10.27585311,4.139806622,0.003684338,0.012549193,-2.181186069
Rv1989c,1.838138653,11.37708742,4.138142654,0.00369245,0.012566192,-2.183530332
