Gene,Value,AveExpr,t,P.Value,padj,B
Rv0251c,5.69150217,12.18570086,27.87323652,2.11E-09,8.50E-06,11.84040671
Rv1954c,5.224836555,11.64592098,25.36424804,4.53E-09,9.12E-06,11.26127029
Rvnt11,-4.457925821,11.17257167,-22.1565425,1.35E-08,1.46E-05,10.37568497
Rv0173,-4.868994627,10.65418604,-21.54889516,1.69E-08,1.46E-05,10.18617375
Rv2641,5.149425519,11.94929557,21.36064722,1.81E-08,1.46E-05,10.12589259
Rv2466c,5.91408401,10.99975965,20.1694119,2.88E-08,1.65E-05,9.726159861
Rv1219c,4.01636711,9.535834992,19.88681205,3.22E-08,1.65E-05,9.626462147
Rvnt02,5.686775008,9.757165826,19.8474974,3.27E-08,1.65E-05,9.612437605
Rv0280,-4.057635574,10.43307891,-19.4129248,3.91E-08,1.70E-05,9.454835602
Rv1955,5.322315005,11.50628341,19.07162836,4.51E-08,1.70E-05,9.32765955
Rv0166,-5.085931589,10.28431765,-18.99838313,4.65E-08,1.70E-05,9.299965893
Rv3054c,6.403267502,10.25030947,18.46688803,5.84E-08,1.96E-05,9.094640222
Rv2642,4.729181905,10.91516121,17.79484479,7.86E-08,2.43E-05,8.82355591
Rv1632c,-3.886887586,9.757917161,-17.34783569,9.63E-08,2.77E-05,8.635760423
Rv2694c,3.85634516,11.71487645,16.56266218,1.39E-07,3.73E-05,8.290462589
Rv0654,4.436565365,10.99731178,16.31995427,1.57E-07,3.73E-05,8.179539431
Rv2617c,4.443119203,11.56381521,16.27369376,1.60E-07,3.73E-05,8.158164417
Rv1956,4.713336225,11.11524568,16.08807625,1.76E-07,3.73E-05,8.071635904
Rv0118c,-4.769676759,10.10024722,-15.98235518,1.85E-07,3.73E-05,8.021800055
Rv3463,5.04447333,9.708820395,15.98175431,1.85E-07,3.73E-05,8.021515652
Rv0678,4.102415315,11.09082463,15.70826119,2.12E-07,4.07E-05,7.89068972
Rv0991c,3.993187406,11.82291473,15.42029643,2.46E-07,4.31E-05,7.749909614
Rvnt33,4.401253566,10.61739446,15.27590501,2.65E-07,4.31E-05,7.678118365
Rv3018A,4.816614601,9.92263473,15.26294062,2.67E-07,4.31E-05,7.671632583
Rv1957,4.519629266,11.12812943,15.25695147,2.68E-07,4.31E-05,7.668634116
Rvnt19,4.540053815,9.922386569,15.13134115,2.86E-07,4.42E-05,7.605420293
Rv2662,6.447709961,10.18967277,15.04594574,2.99E-07,4.46E-05,7.562085341
Rv3251c,3.891723711,10.02456261,14.83209393,3.35E-07,4.69E-05,7.452266587
Rv3145,-3.166055857,11.42484393,-14.81404581,3.38E-07,4.69E-05,7.442912533
Rv0967,4.444601038,12.02435353,14.71559705,3.56E-07,4.70E-05,7.391649895
Rv1025,-3.85164537,9.322548192,-14.6855469,3.62E-07,4.70E-05,7.375922016
Rv3797,-3.540067536,9.106059146,-14.44115766,4.14E-07,4.77E-05,7.246590648
Rv2894c,-3.078682234,9.250575763,-14.4279472,4.17E-07,4.77E-05,7.239526735
Rv3150,-4.989678071,10.11487001,-14.41436124,4.20E-07,4.77E-05,7.232254157
Rv3252c,3.667128747,10.96572645,14.34392247,4.36E-07,4.77E-05,7.194419585
Rv2600,-3.055336817,10.23239118,-14.30045599,4.47E-07,4.77E-05,7.170964443
Rv1048c,3.919883383,8.775710475,14.26301235,4.56E-07,4.77E-05,7.150692755
Rv1474c,-3.95053643,10.10513614,-14.19417512,4.74E-07,4.77E-05,7.11326318
Rv0826,3.099570328,9.306970586,14.09967136,5.00E-07,4.77E-05,7.061533902
Rv1712,-2.909476655,10.35919633,-14.09225788,5.02E-07,4.77E-05,7.057458986
Rv1360,-2.941227434,10.62298635,-14.06106683,5.11E-07,4.77E-05,7.040287281
Rv3747,3.213721772,11.18108985,13.97399019,5.36E-07,4.77E-05,6.992115455
Rv2699c,3.710415264,10.58063717,13.91295418,5.55E-07,4.77E-05,6.958143392
Rv0762c,2.91188479,10.56088443,13.91185259,5.55E-07,4.77E-05,6.957528688
Rv2990c,-3.573439096,9.450912475,-13.88716908,5.63E-07,4.77E-05,6.943740228
Rv2427c,-3.517729618,10.67650351,-13.86286869,5.71E-07,4.77E-05,6.930138325
Rv0400c,-3.278523173,10.09150557,-13.85110984,5.75E-07,4.77E-05,6.923546617
Rv3158,-4.753406467,10.74483902,-13.83787442,5.79E-07,4.77E-05,6.916119519
Rv1884c,-2.997581485,11.63383158,-13.83373163,5.81E-07,4.77E-05,6.913793108
Rv2848c,-3.858258433,9.573311654,-13.75457026,6.07E-07,4.87E-05,6.869185939
Rv3757c,-2.893972828,11.5900449,-13.70493478,6.25E-07,4.87E-05,6.84106683
Rv3155,-4.165654263,10.43013843,-13.66141868,6.41E-07,4.87E-05,6.816318858
Rv1994c,3.289073627,11.98079662,13.66077421,6.41E-07,4.87E-05,6.815951669
Rv0869c,-3.017590929,10.89495365,-13.53704858,6.89E-07,5.13E-05,6.745091933
Rv0822c,-3.24641168,11.0624688,-13.26810839,8.06E-07,5.59E-05,6.588508767
Rv3295,-2.745006716,11.32492644,-13.25944803,8.10E-07,5.59E-05,6.583407341
Rv0767c,4.485062217,9.846605748,13.23416929,8.23E-07,5.59E-05,6.568495419
Rv2539c,-3.947843776,10.79213023,-13.21776577,8.31E-07,5.59E-05,6.558801917
Rv2661c,4.477918418,10.03554942,13.187748,8.46E-07,5.59E-05,6.541028309
Rv0990c,3.935362981,9.366612663,13.17431459,8.52E-07,5.59E-05,6.533059698
Rv1425,-2.833481985,10.2740763,-13.17079367,8.54E-07,5.59E-05,6.530969607
Rv1815,-3.208103351,10.17429904,-13.1582671,8.61E-07,5.59E-05,6.523528524
Rv2350c,-2.883348604,9.301123735,-13.05154891,9.17E-07,5.86E-05,6.459813282
Rv0677c,3.426143747,12.61592598,12.97703374,9.60E-07,6.04E-05,6.41498005
Rv3334,3.732381595,11.31541892,12.8408532,1.04E-06,6.18E-05,6.332303091
Rv2681,-3.566724869,9.731143292,-12.82103496,1.05E-06,6.18E-05,6.32019048
Rv0921,3.26684568,11.90897323,12.81202676,1.06E-06,6.18E-05,6.314677983
Rv1477,-2.958511286,10.87530846,-12.79835535,1.07E-06,6.18E-05,6.306303699
Rv1386,-4.082663202,10.73834762,-12.79679961,1.07E-06,6.18E-05,6.305350122
Rv3401,-3.044265076,10.18035808,-12.79231888,1.07E-06,6.18E-05,6.302602986
Rv2153c,-3.16853046,10.77405114,-12.74183304,1.11E-06,6.27E-05,6.271576726
Rv2963,4.589140053,10.93279499,12.7030835,1.13E-06,6.27E-05,6.247671255
Rv0792c,4.868181981,11.1434041,12.67010326,1.16E-06,6.27E-05,6.227261873
Rv0871,-2.63382014,11.03819958,-12.66983784,1.16E-06,6.27E-05,6.227097381
Rv2740,-3.27100338,9.10578897,-12.65458422,1.17E-06,6.27E-05,6.217637958
Rv0171,-3.522401658,10.80949195,-12.61087376,1.20E-06,6.36E-05,6.190461932
Rv1169c,4.747834718,11.79988497,12.562839,1.24E-06,6.47E-05,6.160478339
Rv0169,-3.437728661,10.54088897,-12.51515636,1.27E-06,6.58E-05,6.130590521
Rv0384c,3.334806616,11.2190947,12.44404639,1.33E-06,6.79E-05,6.085787134
Rv3234c,-2.602070993,10.02852384,-12.40033353,1.37E-06,6.86E-05,6.058107196
Rv0597c,-2.736816938,10.51115112,-12.38817043,1.38E-06,6.86E-05,6.050386427
Rv3711c,-3.147325934,10.90668779,-12.35678354,1.41E-06,6.88E-05,6.030424958
Rv1471,4.454625105,9.572478901,12.34593772,1.42E-06,6.88E-05,6.023514452
Rv3479,-2.838516937,9.793359568,-12.22587344,1.53E-06,7.17E-05,5.94657329
Rv2660c,4.421695111,11.13331837,12.22554121,1.53E-06,7.17E-05,5.946359259
Rv1807,2.619435985,8.161675057,12.22325356,1.53E-06,7.17E-05,5.944885312
Rv0167,-3.615133713,11.4747593,-12.14960208,1.61E-06,7.26E-05,5.89727194
Rv2643,3.292075885,10.43112288,12.14144286,1.61E-06,7.26E-05,5.891978182
Rv0657c,-2.836874318,8.332052744,-12.14092599,1.62E-06,7.26E-05,5.891642709
Rv0488,3.351946375,8.68903255,12.1335484,1.62E-06,7.26E-05,5.88685257
Rv2034,3.422955116,9.299896819,12.1074808,1.65E-06,7.30E-05,5.869902284
Rv1565c,-2.832858285,10.80571712,-12.0386223,1.73E-06,7.50E-05,5.824938776
Rv1760,3.025176795,10.46143343,12.03293129,1.73E-06,7.50E-05,5.821210335
Rv3154,-3.17831461,11.6960571,-11.9731699,1.80E-06,7.71E-05,5.781943793
Rv2394,-2.59867562,10.69612224,-11.94139321,1.84E-06,7.71E-05,5.760979539
Rv2659c,4.562944947,10.23902847,11.93088135,1.85E-06,7.71E-05,5.754031402
Rv1804c,4.372220903,9.190119705,11.92251726,1.86E-06,7.71E-05,5.748498235
Rv1679,-3.625163495,9.753330032,-11.90951635,1.88E-06,7.71E-05,5.739889442
Rv2084,-3.608701622,9.409258003,-11.86661674,1.93E-06,7.85E-05,5.71141163
Rv2748c,-3.220150225,10.88728389,-11.81169225,2.00E-06,8.05E-05,5.674791501
Rv2962c,3.512256822,9.760739109,11.77546848,2.05E-06,8.17E-05,5.650540963
Rv2567,-2.824528786,9.891150604,-11.64736464,2.23E-06,8.80E-05,5.564143555
Rv2658c,4.679424352,9.622228878,11.61382684,2.28E-06,8.83E-05,5.541359232
Rv0697,-2.653482393,8.961428997,-11.61320828,2.28E-06,8.83E-05,5.540938356
Rv2793c,-3.312717705,10.32801581,-11.50469929,2.45E-06,9.41E-05,5.466741477
Rv2064,-2.599478796,9.925967935,-11.48897199,2.48E-06,9.42E-05,5.455926631
Rv3758c,-3.036818639,10.98994254,-11.45382333,2.54E-06,9.56E-05,5.431700727
Rv3290c,3.134068697,12.71655627,11.38848268,2.66E-06,9.75E-05,5.386458583
Rv2517c,3.393342743,12.1176532,11.38314682,2.67E-06,9.75E-05,5.382752077
Rv3268,-2.389759301,10.89754311,-11.37259986,2.68E-06,9.75E-05,5.375420429
Rv0803,-2.528860347,10.27438473,-11.36627002,2.70E-06,9.75E-05,5.371016881
Rv1620c,3.079331437,8.636698638,11.35701664,2.71E-06,9.75E-05,5.364574899
Rv2913c,4.987441496,10.3856486,11.3121672,2.80E-06,9.75E-05,5.333274392
Rv3305c,-3.381151594,10.48306721,-11.30083404,2.82E-06,9.75E-05,5.325344587
Rv2314c,-3.376488222,10.71839873,-11.29459853,2.83E-06,9.75E-05,5.320978092
Rv3862c,3.426091137,9.837845468,11.2936775,2.83E-06,9.75E-05,5.320332917
Rv3236c,-2.683622243,11.34385605,-11.28707319,2.85E-06,9.75E-05,5.315705044
Rv3086,-2.308159504,10.87946429,-11.28141607,2.86E-06,9.75E-05,5.311738676
Rv3691,-3.18578254,9.02216828,-11.23628296,2.95E-06,9.93E-05,5.280020643
Rv0221,-3.041623526,10.4484031,-11.22743531,2.96E-06,9.93E-05,5.273787378
Rvns02,2.657765148,11.40364435,11.21140176,3.00E-06,9.93E-05,5.262478621
Rv1769,-2.443253003,10.60866927,-11.19989901,3.02E-06,9.93E-05,5.254355237
Rv2101,-2.848818836,10.04245544,-11.19396289,3.03E-06,9.93E-05,5.250159707
Rvnt29,2.86770376,11.91477116,11.16278984,3.10E-06,0.000100654,5.228089508
Rv0695,-2.970523878,10.87269296,-11.15024943,3.13E-06,0.00010072,5.219193115
Rv2504c,2.7604224,11.02891297,11.13380523,3.16E-06,0.000101067,5.207511686
Rv2011c,3.708994512,10.20604188,11.09502133,3.25E-06,0.000101205,5.179890442
Rv1281c,-2.656051578,8.898588416,-11.09276355,3.25E-06,0.000101205,5.178279434
Rv2148c,-2.512184674,10.09079463,-11.08913717,3.26E-06,0.000101205,5.175691182
Rv0225,-2.347634717,10.13766157,-11.08688832,3.27E-06,0.000101205,5.174085671
Rv1561,-2.391794179,8.731669753,-11.05118634,3.35E-06,0.000102965,5.148552322
Rv2022c,2.782865657,9.236468622,10.9915036,3.49E-06,0.000106546,5.105679127
Rv1272c,-2.853338792,9.102438291,-10.97718681,3.53E-06,0.000106813,5.095359237
Rv2047c,-3.283902056,9.708450642,-10.96453986,3.56E-06,0.000106963,5.086231572
Rv0836c,3.690297432,9.521362508,10.94938434,3.60E-06,0.000107309,5.075279225
Rv1681,-3.049619136,9.264001755,-10.91969491,3.67E-06,0.000108773,5.053778885
Rv0242c,-2.362258237,12.29720181,-10.9093285,3.70E-06,0.000108773,5.046257758
Rv2387,2.487659875,10.72441705,10.88226521,3.77E-06,0.000110072,5.026588239
Rv2173,-2.210320168,9.225389999,-10.8052664,3.99E-06,0.000115328,4.970352681
Rv1817,2.821095467,8.906908216,10.79637334,4.01E-06,0.000115328,4.963831531
Rv1435c,-2.188776337,11.31594093,-10.74651891,4.16E-06,0.000118662,4.927173046
Rv0837c,5.077436602,9.772997882,10.73459929,4.19E-06,0.000118837,4.918382962
Rv3291c,2.809264774,8.89407442,10.71637797,4.25E-06,0.00011891,4.904926642
Rv2912c,4.008067329,10.3782724,10.71424108,4.25E-06,0.00011891,4.903347051
Rv2428,3.831983912,10.62615309,10.67607689,4.37E-06,0.000121376,4.875082418
Rv3157,-3.904912671,11.74543025,-10.66415139,4.41E-06,0.000121429,4.866229448
Rv0130,3.172753492,9.102232081,10.6470706,4.46E-06,0.000121429,4.853532041
Rv1733c,-2.580528547,13.70790212,-10.641051,4.48E-06,0.000121429,4.849052351
Rv0085,-2.948652244,10.93619025,-10.63197863,4.51E-06,0.000121429,4.842296018
Rv1049,2.08997044,7.931205908,10.62849058,4.52E-06,0.000121429,4.83969687
Rv3266c,-2.583139125,10.67379521,-10.60669611,4.60E-06,0.000122542,4.823437131
Rv3336c,-2.406499588,10.64207806,-10.5798179,4.69E-06,0.000124132,4.803338442
Rv2982c,-2.629338878,10.80706679,-10.52703806,4.87E-06,0.000127605,4.763722022
Rv3365c,-2.850283093,10.36681264,-10.51997618,4.90E-06,0.000127605,4.758406324
Rv2663,4.559426973,10.32073066,10.51505656,4.91E-06,0.000127605,4.75470106
Rv1265,2.636569613,12.50827094,10.46193858,5.11E-06,0.00013181,4.714584143
Rv0913c,-3.551045814,9.81021603,-10.43563751,5.21E-06,0.000133522,4.694645244
Rv1572c,-2.160083639,7.278485447,-10.41363981,5.29E-06,0.000134379,4.677930283
Rv2343c,-3.127477082,10.42133907,-10.40973565,5.31E-06,0.000134379,4.674960035
Rv0968,3.21337005,13.09625749,10.32896243,5.63E-06,0.00014175,4.61325918
Rv1697,-3.613761741,10.72682114,-10.30443855,5.74E-06,0.000143457,4.594431285
Rv0542c,-3.95367367,10.82946677,-10.28796877,5.81E-06,0.000144121,4.58176193
Rv3022A,3.567148333,10.09371159,10.28162558,5.84E-06,0.000144121,4.576877098
Rv3209,-2.270551464,11.26617484,-10.25854429,5.94E-06,0.000145727,4.559077246
Rv0860,-2.660979797,11.90310817,-10.23139392,6.06E-06,0.000147809,4.53808876
Rv0324,3.180556612,9.917806191,10.21044796,6.15E-06,0.000149239,4.52185903
Rv1168c,2.695078677,12.21050768,10.19355658,6.23E-06,0.000150235,4.508747064
Rv3131,-2.065832353,14.9284624,-10.18118567,6.29E-06,0.000150298,4.499130559
Rv0847,5.283577254,10.50398891,10.17359933,6.33E-06,0.000150298,4.49322765
Rv0525,-3.653201669,11.00098064,-10.16500179,6.37E-06,0.000150298,4.486532705
Rv2103c,-2.615805096,10.45541812,-10.16147964,6.38E-06,0.000150298,4.483788378
Rv1173,-2.787206453,11.20982092,-10.15145252,6.43E-06,0.00015039,4.475970521
Rv3642c,-2.09195414,11.26331684,-10.14157706,6.48E-06,0.00015039,4.468263499
Rv3028c,-2.399828917,11.51309414,-10.13756292,6.50E-06,0.00015039,4.465128668
Rv3416,2.35253037,12.29138972,10.11424347,6.62E-06,0.000151439,4.446893345
Rv3503c,2.655988417,12.05552181,10.10601027,6.66E-06,0.000151439,4.440445318
Rv2538c,-3.033042071,11.06350667,-10.10068125,6.68E-06,0.000151439,4.436269019
Rv2706c,3.086871368,11.19630506,10.09823926,6.70E-06,0.000151439,4.434354541
Rv3793,-2.444482559,9.721816944,-10.09068264,6.73E-06,0.000151456,4.428427407
Rv1698,-3.012485215,10.10997566,-10.08263311,6.78E-06,0.000151535,4.422108865
Rv2154c,-2.23342342,11.86865224,-10.04647655,6.96E-06,0.000154886,4.393666581
Rv3775,-2.293628883,10.07329145,-10.03090759,7.05E-06,0.000155126,4.381388587
Rv2030c,-2.290649107,15.34974209,-10.02997482,7.05E-06,0.000155126,4.380652393
Rv1442,-2.096629316,10.87675659,-10.01538393,7.13E-06,0.000155918,4.369127798
Rv0590A,-2.59702702,8.936527037,-10.00901111,7.16E-06,0.000155918,4.364089106
Rv0174,-2.901975857,12.07627138,-9.999660866,7.22E-06,0.000156188,4.356690637
Rv2259,-2.695263308,10.48469898,-9.960142618,7.44E-06,0.000160114,4.325346939
Rv2592c,-2.150654269,10.00458723,-9.951135269,7.49E-06,0.000160364,4.318185893
Rv1475c,-2.272598107,11.77191768,-9.907670448,7.74E-06,0.000164564,4.283541733
Rv0458,-2.496230754,10.34681677,-9.903645467,7.77E-06,0.000164564,4.280326124
Rv0154c,-2.148579301,10.42493889,-9.88620972,7.87E-06,0.000165436,4.266381852
Rv0139,-2.581300756,10.3106369,-9.883171969,7.89E-06,0.000165436,4.263949971
Rv2679,-3.477664519,10.04014585,-9.832585672,8.20E-06,0.000169642,4.223346398
Rv3675,2.366659485,10.25670404,9.831282381,8.21E-06,0.000169642,4.222297636
Rv0170,-3.926835151,10.94334151,-9.824944209,8.25E-06,0.000169642,4.217195377
Rv1319c,-2.16489679,8.578410144,-9.823957449,8.26E-06,0.000169642,4.216400745
Rv0107c,-2.172355613,10.66157945,-9.814845975,8.32E-06,0.000169649,4.20905969
Rv3910,-2.339905192,10.19094239,-9.799124727,8.42E-06,0.000169649,4.196377726
Rv1023,-2.172906787,10.18348466,-9.797252334,8.43E-06,0.000169649,4.194866004
Rv0676c,2.26451604,12.09582223,9.793829238,8.45E-06,0.000169649,4.192101565
Rv1882c,-2.191737613,10.27382776,-9.791410384,8.47E-06,0.000169649,4.190147576
Rv1770,-2.277474977,10.17347377,-9.776573091,8.57E-06,0.000170767,4.178151597
Rv1472,2.159933954,10.5120272,9.737309059,8.83E-06,0.000175201,4.146321908
Rv0754,2.348548426,9.273368314,9.719709187,8.96E-06,0.000176755,4.132014419
Rv3681c,2.434581216,11.24797884,9.705562848,9.06E-06,0.000177849,4.120496396
Rv0940c,2.676465102,10.48875162,9.690025547,9.17E-06,0.000178563,4.107827296
Rv0327c,2.05272744,8.147805855,9.683134844,9.22E-06,0.000178563,4.102202397
Rv3024c,-2.116671963,10.61835352,-9.68189279,9.23E-06,0.000178563,4.101188097
Rv0202c,-1.982094896,10.53762673,-9.671435542,9.30E-06,0.000179172,4.092643448
Rv2737c,-2.26581951,11.10940823,-9.634782569,9.57E-06,0.00018353,4.062624317
Rv2771c,-2.337646173,10.38261589,-9.624690569,9.65E-06,0.00018405,4.05433973
Rv0087,-2.911233003,9.918450742,-9.61916292,9.69E-06,0.00018405,4.049798535
Rv2739c,-2.026042509,10.12020498,-9.59205199,9.90E-06,0.000186328,4.027489695
Rv3271c,-1.963716081,10.71821157,-9.591678803,9.90E-06,0.000186328,4.027182191
Rv0031,2.109608745,9.411738198,9.572379168,1.01E-05,0.000188314,4.01126385
Rv1400c,-2.27575485,8.871428371,-9.563373441,1.01E-05,0.000188395,4.003825478
Rv3330,-2.196564026,9.184594654,-9.560149012,1.02E-05,0.000188395,4.00116061
Rv2644c,2.582244384,8.261651924,9.516122978,1.05E-05,0.000194202,3.964689124
Rv1157c,-1.944096759,10.46072778,-9.504822732,1.06E-05,0.000195062,3.955302109
Rv0381c,-2.12500578,9.031238161,-9.491217743,1.07E-05,0.000195665,3.943986529
Rv3130c,-1.923981183,15.24370807,-9.489538862,1.07E-05,0.000195665,3.942589101
Rv3250c,2.456398283,12.00724401,9.460196292,1.10E-05,0.000199402,3.918127779
Rv1401,-2.858816976,10.38089557,-9.44596189,1.11E-05,0.000200781,3.906235483
Rv3067,1.986497497,10.36047253,9.391661332,1.16E-05,0.000207176,3.860713668
Rv0157,-2.489457504,10.35357394,-9.39084791,1.16E-05,0.000207176,3.860029869
Rv1894c,2.563251257,11.88792551,9.38992652,1.16E-05,0.000207176,3.859255239
Rv1767,2.037145848,10.29418569,9.384763331,1.17E-05,0.000207176,3.854913127
Rv2042c,-2.039251017,10.64063571,-9.366631861,1.19E-05,0.000209303,3.839647198
Rv3774,-3.137651769,11.06208469,-9.358363534,1.19E-05,0.000209783,3.832676395
Rv3265c,-2.934827429,10.07289224,-9.351591452,1.20E-05,0.000210016,3.826962725
Rv3153,-3.534785421,11.44449473,-9.328729426,1.22E-05,0.000212058,3.807645092
Rv2627c,-3.097763057,14.67295712,-9.327192004,1.22E-05,0.000212058,3.806344431
Rv1022,-2.212189457,8.703535192,-9.323594488,1.23E-05,0.000212058,3.803300139
Rv2464c,-2.796081044,9.195553861,-9.317507215,1.23E-05,0.000212195,3.798146457
Rv2680,-2.092562283,10.96364508,-9.297046515,1.25E-05,0.000214141,3.78080062
Rv0140,2.39475203,12.65910444,9.295753205,1.26E-05,0.000214141,3.779702998
Rv3313c,-2.323850326,9.343785827,-9.285253315,1.27E-05,0.000215063,3.770786536
Rv2558,1.882089153,12.5436883,9.260809226,1.29E-05,0.000217595,3.74999215
Rv3256c,-2.647573324,11.74653531,-9.260527426,1.29E-05,0.000217595,3.749752126
Rvnt21,4.884788518,9.443523145,9.24155295,1.31E-05,0.000220065,3.733574869
Rv2506,2.46690395,9.071296392,9.227582458,1.33E-05,0.000221079,3.721644094
Rv3885c,-2.690559534,10.13913353,-9.225751497,1.33E-05,0.000221079,3.720079209
Rv1368,-2.896560938,10.74082211,-9.214864489,1.34E-05,0.000222136,3.710768326
Rv2050,2.25835701,12.28811398,9.20714652,1.35E-05,0.000222627,3.70416149
Rv3005c,-1.98133546,12.07338925,-9.198472329,1.36E-05,0.000223298,3.696729942
Rv3288c,3.105156258,11.86657248,9.17633487,1.38E-05,0.000226462,3.677734258
Rv2721c,-2.415855945,10.35803849,-9.157639251,1.41E-05,0.000227988,3.661658757
Rv3161c,2.876237403,12.20098783,9.155369437,1.41E-05,0.000227988,3.659704976
Rv2068c,-1.955327664,9.421816791,-9.15166852,1.41E-05,0.000227988,3.656518383
Rv0529,-3.514646979,11.18282287,-9.148526517,1.42E-05,0.000227988,3.653812094
Rv2985,-2.021259811,10.13773962,-9.137902805,1.43E-05,0.000229074,3.644655223
Rv3811,-2.449496709,10.97327764,-9.123904903,1.44E-05,0.000230811,3.63257497
Rv0241c,-2.848066243,12.04415212,-9.083173222,1.49E-05,0.000237765,3.597325528
Rv0907,-2.456875681,9.90538607,-9.071095161,1.51E-05,0.000239209,3.58684502
Rv2160c,-2.138354037,12.33584521,-9.05052247,1.54E-05,0.00024237,3.568963777
Rv2782c,-3.510473186,11.71581447,-9.039332904,1.55E-05,0.000243469,3.559222362
Rv3807c,-3.663191815,10.32009864,-9.033796942,1.56E-05,0.000243469,3.554398755
Rv3497c,-2.674065311,9.711321618,-9.031001231,1.56E-05,0.000243469,3.551961755
Rv2604c,-2.448318569,10.80154349,-8.998115644,1.60E-05,0.000248959,3.523243427
Rv3152,-4.020959119,11.29914201,-8.992396467,1.61E-05,0.000248959,3.518239138
Rv0519c,-2.12530881,10.12400727,-8.990356931,1.61E-05,0.000248959,3.516453834
Rv1221,2.061581667,13.54117044,8.978694338,1.63E-05,0.000250436,3.506237857
Rv0042c,-2.048384137,9.572771148,-8.966899686,1.65E-05,0.000251956,3.495893812
Rv0024,-2.302462683,10.00799334,-8.95871759,1.66E-05,0.000252726,3.488710689
Rv1370c,1.89004567,11.59161945,8.949481643,1.67E-05,0.000253167,3.480595156
Rv2593c,-2.468477919,9.194870157,-8.945082088,1.68E-05,0.000253167,3.476726614
Rv1671,2.035576734,8.340366685,8.943148005,1.68E-05,0.000253167,3.475025418
Rv3267,-2.060028247,11.64389879,-8.935805168,1.69E-05,0.00025378,3.468563679
Rv0433,-2.712272906,10.79694169,-8.912453946,1.72E-05,0.000257744,3.447982139
Rv1437,-2.843130849,11.52274422,-8.905229666,1.73E-05,0.000257744,3.441604746
Rv0435c,-2.100602679,9.924347307,-8.904109959,1.73E-05,0.000257744,3.440615878
Rv0168,-2.870669893,11.36731663,-8.891316226,1.75E-05,0.000259577,3.429309031
Rv3913,1.988360383,10.70257978,8.881006801,1.77E-05,0.000260883,3.420186962
Rv0086,-2.837450839,11.08080579,-8.876315611,1.78E-05,0.000260961,3.416032868
Rv0111,-2.552197524,8.939593487,-8.857459643,1.80E-05,0.000263151,3.399315522
Rv0399c,-1.890221551,9.421324231,-8.854440649,1.81E-05,0.000263151,3.39663593
Rv0791c,4.205374767,10.17971289,8.853526524,1.81E-05,0.000263151,3.395824408
Rv3777,-2.295513334,10.32170688,-8.846269532,1.82E-05,0.000263818,3.389379255
Rv3604c,-1.947958633,11.01538965,-8.83640382,1.84E-05,0.000265077,3.3806095
Rv3687c,-2.088295847,11.07284552,-8.828364735,1.85E-05,0.000265935,3.373456873
Rv2135c,-2.440085345,10.66722093,-8.820013972,1.86E-05,0.000266871,3.366020668
Rv3315c,2.104450036,10.79996105,8.806961567,1.88E-05,0.000268887,3.35438492
Rv0722,-2.473886587,11.39592757,-8.797072255,1.90E-05,0.000269567,3.345558532
Rv0243,-3.894988501,11.7415686,-8.79566642,1.90E-05,0.000269567,3.344303069
Rv2345,-2.020076729,9.696824976,-8.783667702,1.92E-05,0.000271316,3.333580358
Rv1220c,-2.265922784,10.20497827,-8.779815203,1.93E-05,0.000271316,3.33013474
Rv3671c,-3.089976579,10.70907611,-8.769004621,1.95E-05,0.000272153,3.320458599
Rv0571c,-2.383600797,12.13346217,-8.763442316,1.95E-05,0.000272153,3.315475784
Rv3022c,2.444531693,9.504677874,8.762832744,1.96E-05,0.000272153,3.314929544
Rv3338,-2.81718618,10.40202969,-8.759898619,1.96E-05,0.000272153,3.312299783
Rv3515c,3.123644439,9.691635477,8.754472373,1.97E-05,0.000272476,3.307434314
Rv0418,-2.469597871,9.839441408,-8.745505843,1.98E-05,0.00027363,3.299388456
Rvnt12,1.743093027,13.49580634,8.720475691,2.03E-05,0.00027795,3.276888876
Rv0646c,-2.942977034,10.69635768,-8.719201739,2.03E-05,0.00027795,3.275742164
Rv3156,-4.460173056,11.1598495,-8.713493269,2.04E-05,0.000278366,3.270601987
Rv3605c,-2.15898002,11.56762165,-8.703670989,2.06E-05,0.00027977,3.261750433
Rv1634,-2.07256785,11.27550662,-8.696128233,2.07E-05,0.000280196,3.254947008
Rv1063c,-2.303152044,9.708602568,-8.69404949,2.07E-05,0.000280196,3.253071087
Rv2520c,2.295019763,10.0365152,8.679680286,2.10E-05,0.000281943,3.240092824
Rv3693,-2.497618722,9.106525132,-8.679021882,2.10E-05,0.000281943,3.239497691
Rv2781c,-2.489791288,11.28507758,-8.669806062,2.12E-05,0.000283242,3.231163218
Rv2860c,-1.987841939,9.859257147,-8.655347656,2.14E-05,0.000285839,3.21807147
Rv2036,3.055266705,9.292537268,8.643460861,2.17E-05,0.00028783,3.207293538
Rv3204,1.844432447,10.73347361,8.63707791,2.18E-05,0.000288467,3.201500532
Rv1026,-1.943637297,9.503648162,-8.628928369,2.19E-05,0.000289551,3.194098631
Rv2465c,2.179221377,11.66781423,8.611933057,2.23E-05,0.000292875,3.178642293
Rv1752,-2.6776337,8.638992381,-8.600473012,2.25E-05,0.00029483,3.168204563
Rv1623c,2.782732489,11.28365948,8.593708377,2.26E-05,0.0002956,3.162037539
Rv1445c,-3.374327048,9.818482576,-8.57535499,2.30E-05,0.000298305,3.145283667
