Gene,Value,AveExpr,t,P.Value,padj,B
Rv2307B,1.072801723,7.730536656,3.374514626,0.009403824,0.019180968,-3.232810893
Rv1261c,-0.89445867,11.27437243,-3.37446828,0.009404479,0.019180968,-3.232883331
Rv2583c,-0.736440487,11.90856002,-3.374454237,0.009404677,0.019180968,-3.232905281
Rv2406c,-0.79492891,12.29537017,-3.37076916,0.009456882,0.019277674,-3.23866563
Rv3598c,0.855888895,9.255756823,3.370321537,0.009463244,0.01928088,-3.239365411
Rv0776c,1.027374678,7.867455905,3.369599351,0.009473517,0.019292049,-3.240494458
Rv2492,0.767113112,7.019108893,3.368219218,0.009493184,0.019322325,-3.242652242
Rv2093c,-0.72937904,12.50678246,-3.366362258,0.009519713,0.019366531,-3.245555772
Rv3624c,-0.996102483,11.11280055,-3.364529469,0.009545973,0.019410146,-3.248421787
Rv2251,1.182341134,8.741118684,3.362880441,0.009569666,0.019448499,-3.251000679
Rv1789,-0.96674765,12.11503096,-3.359585524,0.009617192,0.019535225,-3.25615422
Rv3472,2.186096924,8.808920577,3.358560475,0.009632028,0.019555495,-3.257757668
Rv3399,0.668493242,7.689992353,3.354206856,0.00969531,0.019667283,-3.264568825
Rv0020c,-0.712813933,12.61385283,-3.353997136,0.009698369,0.019667283,-3.264896966
Rv0147,-0.765843757,12.20766498,-3.353462565,0.009706172,0.019667283,-3.265733406
Rv2728c,-0.846136005,8.046074092,-3.353431237,0.00970663,0.019667283,-3.265782426
Rv2215,-0.82363185,12.01330299,-3.352889631,0.009714542,0.019673414,-3.2666299
Rv0641,-0.744511733,13.45481834,-3.35217483,0.009724996,0.019681663,-3.267748414
Rv2916c,0.82623443,10.23585607,3.351744234,0.009731299,0.019681663,-3.268422226
Rv2949c,-0.903249973,13.47951443,-3.351608833,0.009733282,0.019681663,-3.268634111
Rv0504c,-1.316848301,10.82017959,-3.348685742,0.009776192,0.019751365,-3.273208699
Rvnt05,0.68659552,13.93098118,3.348592525,0.009777563,0.019751365,-3.273354593
Rv1154c,-0.912547033,10.07855312,-3.347064771,0.009800073,0.019786908,-3.275745786
Rv0366c,-0.672600548,8.129999349,-3.346197968,0.009812869,0.019802812,-3.277102561
Rv0840c,2.939379895,9.562542901,3.345460265,0.009823772,0.019814883,-3.278257309
Rv0856,0.85324738,11.46611427,3.343472306,0.009853219,0.019864326,-3.281369332
Rv3703c,-1.371956171,11.00930776,-3.336822198,0.009952402,0.020054239,-3.291781928
Rv2607,1.321963031,7.967504527,3.332615824,0.01001568,0.020171649,-3.298369973
Rv0142,-0.863673915,10.70492807,-3.332125165,0.010023088,0.020176477,-3.299138537
Rv1708,-1.026913519,10.427718,-3.330309894,0.010050548,0.020221642,-3.30198212
Rvnt24,1.55950398,9.348008537,3.320932368,0.01019367,0.020494121,-3.316675892
Rv1346,-1.067139846,10.10808904,-3.320770698,0.010196156,0.020494121,-3.316929273
Rv0048c,0.858813748,8.952724536,3.319412692,0.010217065,0.0205259,-3.319057729
Rv2864c,-0.738417428,8.519097495,-3.318067045,0.010237828,0.020557354,-3.321166955
Rv1843c,-0.725550457,12.23151241,-3.312999137,0.010316423,0.020704845,-3.329111851
Rv1500,1.053082749,8.748279459,3.311651185,0.010337435,0.020736678,-3.331225348
Rv3551,-0.753151981,8.715529002,-3.308386585,0.010388509,0.020828753,-3.336344585
Rv0160c,0.907924552,7.192319526,3.304147964,0.010455218,0.020952069,-3.342992388
Rv1251c,-0.72341327,8.221368135,-3.30331934,0.010468312,0.020967872,-3.34429215
Rv3846,1.09683842,12.29654075,3.301602226,0.0104955,0.021011876,-3.34698574
Rv0580c,-0.83518256,11.85335963,-3.298525875,0.010544396,0.021099274,-3.351812077
Rv2785c,0.698944223,13.58645366,3.296527311,0.01057629,0.02115258,-3.354947902
Rv3508,-0.854859677,13.45492644,-3.295593463,0.010591228,0.021171199,-3.356413248
Rv2726c,-0.744901287,11.28175583,-3.295288126,0.010596117,0.021171199,-3.356892381
Rv0682,0.655727437,13.5100708,3.294366558,0.010610887,0.021183781,-3.358338542
Rv1302,-1.553904706,10.37175302,-3.294238688,0.010612938,0.021183781,-3.358539205
Rv3492c,-0.92665302,11.19616661,-3.292071999,0.010647756,0.021242747,-3.361939524
Rv3055,-0.960369699,9.128315701,-3.29061794,0.010671189,0.021278954,-3.364221663
Rv1129c,1.128387337,7.969334488,3.286450685,0.010738649,0.021399308,-3.370763003
Rv0863,0.82001495,14.0025266,3.286233578,0.010742176,0.021399308,-3.371103831
Rv1128c,0.809025249,7.922729718,3.285079668,0.010760942,0.021426088,-3.372915365
Rv2383c,0.693941331,7.746318905,3.284592765,0.01076887,0.021431276,-3.373679788
Rv0104,0.993907559,7.919855332,3.283696043,0.010783488,0.021442713,-3.375087658
Rv0507,-0.854280661,9.188062374,-3.283586849,0.010785269,0.021442713,-3.375259099
Rv0330c,0.675519464,7.409331523,3.281462348,0.010819991,0.021501128,-3.378594855
Rv2816c,0.884590055,8.531225606,3.280558224,0.010834804,0.02151994,-3.380014552
Rv0340,1.414708237,10.34676722,3.280008013,0.010843828,0.021523925,-3.380878546
Rv0457c,0.821904046,8.247641104,3.279784151,0.010847502,0.021523925,-3.381230083
Rv2229c,-1.107562638,9.883298658,-3.27590787,0.010911327,0.021633644,-3.387317677
Rv1721c,1.851726966,7.794182618,3.275773639,0.010913545,0.021633644,-3.387528503
Rv3803c,-0.807180623,12.27607964,-3.273946045,0.01094378,0.021682903,-3.390399078
Rv0429c,-1.859009216,9.479088665,-3.269202898,0.011022662,0.02182845,-3.39785018
Rv3469c,0.643699424,7.46346123,3.267142343,0.011057117,0.021868158,-3.401087641
Rv2937,-1.363578457,12.4247845,-3.267098794,0.011057846,0.021868158,-3.401156067
Rv1935c,0.660189349,7.581886666,3.26702936,0.011059009,0.021868158,-3.401265164
Rv2526,0.894322612,8.858890598,3.265607878,0.011082848,0.021889762,-3.403498724
Rv1330c,-0.792041621,8.750556165,-3.26553461,0.011084078,0.021889762,-3.403613853
Rv1015c,1.073368947,10.70346231,3.265405522,0.011086246,0.021889762,-3.403816696
Rv3136,-1.40058823,12.91518026,-3.25830601,0.011206156,0.022115678,-3.414974303
Rv2445c,-1.323763315,10.83580946,-3.256262026,0.01124093,0.022173438,-3.418187282
Rv1925,-0.655036627,13.39148999,-3.253283738,0.011291804,0.02226288,-3.422869426
Rv3000,0.715511305,7.505561578,3.252820753,0.011299734,0.02226761,-3.423597336
Rv1397c,0.778219063,13.86303606,3.251543818,0.011321636,0.022299855,-3.425605022
Rv3891c,2.079438711,9.54301785,3.250421923,0.011340915,0.022326906,-3.427369035
Rv1236,-0.914384722,9.935049816,-3.24970785,0.011353204,0.022340176,-3.428491855
Rv0406c,-0.699102985,8.47542728,-3.248183933,0.011379477,0.022380935,-3.4308882
Rv2133c,-0.786018947,11.05201832,-3.247765341,0.011386705,0.022384216,-3.43154646
Rv1136,1.095988886,7.327982392,3.245028406,0.011434083,0.022465043,-3.43585074
Rv1864c,0.739797644,9.3752304,3.244746139,0.011438981,0.022465043,-3.436294678
Rv1570,-1.291047578,10.37862713,-3.244093578,0.011450313,0.02247337,-3.437321025
Rv2923c,-1.238505635,10.14599636,-3.243859232,0.011454385,0.02247337,-3.437689611
Rv2640c,1.00475105,11.15540521,3.238802769,0.011542625,0.022633056,-3.445643453
Rv0614,0.653707614,7.498732534,3.238552045,0.011547019,0.022633056,-3.446037888
Rv0204c,-1.094428203,10.91105527,-3.234771287,0.011613489,0.022752266,-3.451986217
Rv3166c,-0.914208149,7.842459331,-3.23399818,0.01162713,0.022767912,-3.453202676
Rv0950c,-1.154048707,9.615590613,-3.233360714,0.011638391,0.022778883,-3.454205739
Rv3197,-0.737693543,12.79649868,-3.228586561,0.01172309,0.022925629,-3.461718788
Rv2367c,-0.792574667,12.72144316,-3.228354965,0.011727215,0.022925629,-3.462083288
Rv2653c,1.568439713,7.500421562,3.228173367,0.011730451,0.022925629,-3.4623691
Rv3859c,-0.78262237,12.08890299,-3.225687534,0.011774838,0.023001211,-3.466281694
Rv0296c,0.92745822,9.170739888,3.224518879,0.011795766,0.023023373,-3.468121247
Rv0962c,1.001300274,8.151435859,3.224415433,0.01179762,0.023023373,-3.468284084
Rv0978c,0.947565248,8.463660172,3.219086834,0.011893555,0.023199348,-3.476672861
Rv1202,-1.012633457,9.523617504,-3.21731819,0.011925578,0.023250547,-3.479457629
Rv2970c,-0.811360307,11.35250806,-3.213739774,0.011990646,0.023366089,-3.485092532
Rv3652,-0.702493828,9.522182338,-3.210037175,0.012058363,0.023486681,-3.490923841
Rv0255c,-0.791513854,8.643302386,-3.208515709,0.012086305,0.023529722,-3.493320284
Rv0004,-0.704089387,11.0148689,-3.208151079,0.012093012,0.0235314,-3.49389463
Rv0431,-1.308281196,10.51238901,-3.207022526,0.012113794,0.023560452,-3.49567232
Rv2596,-0.899262401,9.16525265,-3.203423963,0.012180312,0.023678386,-3.501341286
Rv0064,0.787354463,12.43866426,3.199587903,0.012251642,0.023805555,-3.507385276
Rv3622c,1.080006807,9.069900684,3.197658031,0.012287692,0.023853105,-3.510426272
Rv2053c,0.77918872,12.73848784,3.197643535,0.012287963,0.023853105,-3.510449115
Rv2952,-1.60282376,10.39467556,-3.197135465,0.012297473,0.02386006,-3.511249744
Rv1664,-0.796838802,9.579456431,-3.196757656,0.012304549,0.02386229,-3.511845116
Rv1233c,-1.043877977,11.16384485,-3.191873614,0.012396413,0.024028868,-3.519542431
Rv2744c,0.706777557,13.55155733,3.190525227,0.012421901,0.024066686,-3.521667763
Rv2622,1.095999611,7.292121016,3.18850826,0.01246013,0.024127114,-3.524847116
Rv3448,0.636649202,7.166152486,3.188247755,0.012465076,0.024127114,-3.52525777
Rv2081c,1.012584627,11.47315303,3.186539886,0.012497556,0.024178357,-3.527950108
Rv1161,-0.670068627,13.19453461,-3.184013398,0.012545767,0.024259971,-3.531933262
Rv1188,-0.882920365,8.65458206,-3.182087788,0.012582643,0.024317559,-3.534969354
Rv3065,2.196426757,9.385247571,3.181827891,0.012587629,0.024317559,-3.535379148
Rv0103c,-0.722789213,9.94330741,-3.173443083,0.012749594,0.02460751,-3.548602069
Rvnt13,1.481094063,10.62930725,3.173425179,0.012749942,0.02460751,-3.548630308
Rv2869c,-0.718275683,12.18145441,-3.165723306,0.012900642,0.024880358,-3.560779837
Rv0515,-0.82720933,12.50033327,-3.165569362,0.012903673,0.024880358,-3.561022715
Rv2304c,1.217407038,8.774663899,3.16429746,0.012928745,0.024916767,-3.563029449
Rv0201c,-0.867757767,11.94639797,-3.163873826,0.012937107,0.024920727,-3.563697856
Rv2547,0.917128286,10.03325372,3.163566351,0.01294318,0.024920727,-3.564182993
Rv1677,-0.780071587,11.599284,-3.161784086,0.012978439,0.024969057,-3.566995177
Rv2123,0.688144808,7.406462247,3.161442284,0.012985212,0.024969057,-3.567534517
Rv1758,0.838892057,7.322251348,3.161357818,0.012986887,0.024969057,-3.567667799
Rv2873,1.119806141,8.126158631,3.158610366,0.013041474,0.025062041,-3.572003339
Rv0600c,1.085038267,7.848889808,3.158112226,0.013051397,0.025069144,-3.57278946
Rv0342,1.002397317,12.84917109,3.15732536,0.013067088,0.025087313,-3.574031253
Rv2601A,0.823649383,11.29704678,3.156539649,0.013082775,0.025105459,-3.575271256
Rv2175c,1.157566221,9.665893256,3.154330802,0.013126982,0.025178289,-3.578757426
Rv1575,1.015972175,8.213080657,3.153698085,0.013139673,0.025190631,-3.579756078
Rv2831,-1.05727053,9.081601306,-3.15324978,0.013148673,0.025195887,-3.580463675
Rv0369c,1.707656079,8.717751853,3.152052543,0.013172741,0.025229998,-3.582353431
Rv2805,-0.739702035,7.654388842,-3.151731112,0.013179211,0.025230386,-3.582860801
Rv0478,-0.941169377,12.13377036,-3.151224613,0.013189412,0.025237914,-3.583660306
Rv0077c,0.637472071,7.610701027,3.150169399,0.01321069,0.025266622,-3.585326002
Rv2903c,-0.70121291,12.72233879,-3.149677903,0.013220614,0.025273595,-3.586101867
Rv3102c,0.978088942,9.697251577,3.146281865,0.013289395,0.025393025,-3.591463144
Rv3311,-1.035613871,9.965003958,-3.141850254,0.013379712,0.025553473,-3.598460203
Rv0813c,0.72403252,12.20942525,3.141006746,0.013396976,0.025574312,-3.599792136
Rv1294,-0.887502107,11.88746698,-3.139081128,0.013436473,0.025637555,-3.602832904
Rv1898,0.832261147,11.26879658,3.134679635,0.013527213,0.025798465,-3.609784098
Rv2097c,-0.704830833,12.15050955,-3.133644016,0.013548656,0.025827126,-3.611419779
Rv0191,-1.57260287,9.767093598,-3.130767664,0.013608399,0.025927878,-3.615963053
Rv3539,0.685827711,7.402382931,3.13047995,0.01361439,0.025927878,-3.616417527
Rv0483,-0.673047827,12.44219831,-3.129783405,0.013628905,0.02594325,-3.617517814
Rv3881c,-0.631879683,12.59003402,-3.127065698,0.013685695,0.02603611,-3.621811037
Rv2480c,1.308163283,11.33278647,3.126830474,0.013690622,0.02603611,-3.622182644
Rv2473,-0.869180707,9.604182994,-3.124580102,0.013737851,0.026113592,-3.625737922
Rv0712,-0.854229297,10.7021288,-3.123808557,0.013754083,0.026132109,-3.626956916
Rv0336,-0.74053485,12.43159286,-3.12246419,0.013782414,0.026173584,-3.629081007
Rv2010,-0.77293076,11.38099646,-3.122046358,0.013791231,0.026177379,-3.629741196
Rv0388c,1.041571634,8.019660329,3.121753442,0.013797416,0.026177379,-3.630204021
Rv2417c,-0.660960307,9.655884709,-3.119873948,0.013837171,0.026240439,-3.63317383
Rv3514,-0.685429843,13.6685232,-3.118852343,0.013858831,0.026265869,-3.634788153
Rv1517,1.30996618,8.408340551,3.118626232,0.013863629,0.026265869,-3.635145456
Rv2402,-0.995379873,9.800105074,-3.116187474,0.013915496,0.026351734,-3.638999382
Rv2960c,2.107596528,8.846554932,3.112470043,0.013994947,0.02648973,-3.64487454
Rv3899c,-0.637971307,7.931362437,-3.11122371,0.01402169,0.026527878,-3.646844442
Rv0612,1.013426072,8.966576769,3.109638065,0.014055791,0.026579904,-3.649350754
Rv3668c,0.777797965,9.464326684,3.108936642,0.014070904,0.026590622,-3.650459482
Rv1337,-0.655744833,12.39764335,-3.108275501,0.014085164,0.026590622,-3.651504558
Rv2939,-1.32917904,11.8183471,-3.108070224,0.014089595,0.026590622,-3.651829047
Rv1485,-1.017703777,10.48260713,-3.107973628,0.01409168,0.026590622,-3.651981742
Rv1380,0.83481075,8.199502044,3.107429028,0.014103444,0.026590622,-3.652842623
Rv1482c,0.6688289,7.197305954,3.107382981,0.014104439,0.026590622,-3.652915413
Rv0739,0.733877346,7.193530273,3.10723246,0.014107692,0.026590622,-3.653153353
Rv3534c,0.973697832,10.66229975,3.104479414,0.014167335,0.026690542,-3.657505504
Rv0770,1.39692416,9.549529244,3.102028791,0.014220647,0.026778449,-3.661379876
Rv3090,0.901564975,7.857755757,3.099537443,0.01427506,0.026853304,-3.665318927
Rv1739c,1.075648568,8.626837098,3.099360743,0.014278927,0.026853304,-3.665598317
Rv1374c,1.14951019,8.939403615,3.099293092,0.014280408,0.026853304,-3.665705284
Rv2330c,0.891483189,7.623045514,3.098922768,0.014288518,0.02685601,-3.666290829
Rv3591c,0.791497628,7.487802366,3.097833286,0.014312405,0.026888353,-3.668013526
Rv1724c,0.981789643,8.748936443,3.097127496,0.014327901,0.026893022,-3.669129554
Rv3761c,-0.686051513,7.923355659,-3.097111653,0.014328249,0.026893022,-3.669154607
Rv0801,-0.955539522,9.401731138,-3.090310526,0.014478482,0.027162334,-3.679910072
Rv2434c,-0.821040947,8.602712684,-3.087474048,0.014541623,0.027268082,-3.684396376
Rv1720c,1.990371065,8.281448596,3.086603663,0.014561055,0.02729181,-3.68577309
Rv0213c,0.905644191,7.978879584,3.085962803,0.01457538,0.027305948,-3.686786781
Rv3713,-0.81553387,9.777181043,-3.082646314,0.01464975,0.027427928,-3.692032983
Rv3673c,-0.853799483,11.93310557,-3.082452161,0.014654116,0.027427928,-3.69234012
Rv3339c,-0.75571899,11.88762878,-3.081850274,0.01466766,0.02744052,-3.693292275
Rv1032c,-0.642206684,9.045413527,-3.080135343,0.01470632,0.027500068,-3.6960053
Rv1668c,-0.810827442,9.06416585,-3.077168481,0.014773455,0.027612781,-3.70069919
Rv1201c,-0.902747275,10.15632847,-3.076581182,0.014786782,0.027624866,-3.701628405
Rv0947c,-0.824346475,9.371783757,-3.075676714,0.014807332,0.027650425,-3.70305947
Rv2854,0.688699384,8.120287651,3.074970832,0.01482339,0.027667578,-3.704176353
Rv3483c,-1.079949124,9.978870078,-3.073696616,0.014852423,0.027708922,-3.706192539
Rv0231,0.799441606,8.509355758,3.07282018,0.014872427,0.027733391,-3.707579359
Rv3374,0.64333995,7.939604082,3.066890001,0.015008519,0.027974212,-3.716963796
Rv0632c,-0.656177123,12.78841371,-3.063179032,0.015094342,0.028121158,-3.722837117
Rv1383,0.715168636,8.598434309,3.059579637,0.015178074,0.028264073,-3.728534401
Rv1287,-0.93059218,11.59552012,-3.059042845,0.015190603,0.028274325,-3.729384105
Rv2787,0.627440311,7.322191339,3.054865696,0.015288465,0.028443328,-3.735996642
Rv3069,-0.9131334,9.969761977,-3.054432072,0.015298662,0.028449151,-3.736683121
Rv1603,-1.20076263,12.09566562,-3.051718125,0.015362641,0.028554936,-3.740979796
Rv1074c,-0.74404803,12.15011407,-3.050712062,0.015386428,0.028585953,-3.742572653
Rv1919c,-1.053253476,10.78029669,-3.049146208,0.015423529,0.028641663,-3.745051883
Rv3486,-1.04064229,10.60092836,-3.046139142,0.015495037,0.028761189,-3.749813267
Rv0963c,1.23467341,7.488669069,3.043631434,0.015554935,0.028859063,-3.753784237
Rv2113,0.698440233,9.061578783,3.043111518,0.015567383,0.028868855,-3.754607559
Rv2067c,-1.325657318,10.13284482,-3.04019484,0.015637411,0.028985367,-3.759226499
Rv3395c,0.891222135,9.126409899,3.037523178,0.015701844,0.029091405,-3.763457709
Rv2269c,0.638643978,6.937737801,3.037155148,0.015710741,0.0290945,-3.764040594
Rv3215,-0.893295349,8.820252445,-3.035953795,0.015739821,0.029134952,-3.765943324
Rv1975,0.843321614,7.523256401,3.033207214,0.015806517,0.029244962,-3.770293627
Rv2555c,-0.64610466,12.80029385,-3.032223375,0.015830479,0.029275842,-3.771851995
Rv3521,-1.061412595,8.354153235,-3.031772914,0.015841463,0.029282704,-3.772565522
Rv3478,-0.74089442,13.7060291,-3.029126217,0.015906159,0.029387029,-3.776758021
Rv0482,0.716136857,7.885140056,3.028867454,0.015912499,0.029387029,-3.777167928
Rv0916c,1.501395555,8.761441902,3.026261934,0.015976485,0.029491668,-3.781295473
Rv3768,0.718353113,8.789306947,3.025826762,0.015987197,0.029497918,-3.781984875
Rv2333c,0.743288264,8.468888304,3.02488213,0.016010478,0.029513629,-3.783481393
Rv0021c,0.864281675,8.495663723,3.024653861,0.016016109,0.029513629,-3.783843029
Rv1411c,-0.741826917,12.3701167,-3.024589168,0.016017705,0.029513629,-3.783945519
Rv2635,-0.923127828,6.908979362,-3.022504554,0.016069228,0.02959502,-3.787248167
Rv1674c,1.791272308,7.582809486,3.021001649,0.016106481,0.029650066,-3.78962931
Rv0090,0.886184073,7.557212573,3.020412128,0.016121119,0.029663448,-3.790563345
Rv1601,-0.98212652,11.90281194,-3.018835307,0.016160337,0.029722028,-3.793061714
Rv0034,0.939548468,7.506911594,3.017473812,0.016194281,0.029744515,-3.795218984
Rv3506,0.838308938,7.562604705,3.017190881,0.016201343,0.029744515,-3.795667291
Rv3722c,-0.648990433,12.04843053,-3.017168774,0.016201895,0.029744515,-3.79570232
Rv3203,0.629989637,9.413001989,3.017159926,0.016202116,0.029744515,-3.79571634
Rv1990c,1.101559972,9.493277285,3.010681922,0.016364718,0.030029332,-3.805981575
Rv3162c,0.660144207,10.64654926,3.010131538,0.016378611,0.030041133,-3.806853793
Rv2830c,1.156025077,11.79195788,3.009812834,0.016386661,0.030042213,-3.807358863
Rv1862,-0.81619116,10.79579329,-3.00933194,0.016398817,0.030050813,-3.808120971
Rv2568c,-0.664815701,7.954268034,-3.00756272,0.016443616,0.030119199,-3.810924852
Rv2989,-1.1610961,11.84155055,-3.007211308,0.01645253,0.030121821,-3.811481787
Rv2687c,0.717732353,10.458626,3.00629823,0.016475713,0.030150555,-3.812928893
Rv0368c,0.633160727,7.473836471,3.005383532,0.016498972,0.030177121,-3.814378595
Rv1424c,-0.903520726,9.502612372,-3.005137998,0.016505221,0.030177121,-3.814767745
Rv0050,-1.35586119,11.55893913,-3.003865256,0.016537653,0.030222693,-3.816784966
Rv1802,1.715613518,8.260326556,3.003068496,0.01655799,0.03024613,-3.818047808
Rv1034c,0.764686088,6.930232301,3.001714012,0.016592623,0.030295646,-3.820194675
Rv3241c,-0.887953627,12.06642292,-3.000567,0.016622009,0.030335544,-3.822012744
Rv1094,-0.6275635,13.93101421,-2.995753587,0.01674592,0.030547836,-3.829642678
Rv3007c,0.648109337,9.155147536,2.994257557,0.016784627,0.030604579,-3.832014241
Rv3641c,1.12866827,10.50233898,2.990520237,0.016881731,0.0307677,-3.837939077
Rv1629,-0.60242085,9.136161994,-2.988565854,0.016932742,0.030846706,-3.841037559
Rv1991c,0.665291753,9.569183995,2.986348753,0.016990804,0.030926859,-3.844552693
Rv2666,-1.025625193,11.41631706,-2.986299203,0.016992104,0.030926859,-3.844631253
Rv2893,0.654030323,7.568256989,2.985578983,0.017011012,0.030947281,-3.845773168
Rv3064c,1.364781408,9.075291484,2.982949779,0.01708022,0.031059153,-3.849941917
Rv0777,-0.903674053,11.0366628,-2.977676508,0.01721991,0.031299032,-3.858303574
Rv2375,-0.78573467,11.11843411,-2.977108327,0.017235032,0.031312381,-3.859204567
Rv1874,1.06327974,10.29270123,2.975067929,0.01728945,0.031397079,-3.862440199
Rv1702c,0.748036342,9.406734357,2.974035693,0.017317047,0.031433018,-3.864077147
Rv2566,-0.601480167,7.820483215,-2.97228223,0.017364033,0.031504099,-3.866857901
Rv1876,0.97658971,11.62225549,2.971498846,0.017385067,0.031528054,-3.868100268
Rv1704c,-0.932368251,9.578412971,-2.969760288,0.017431843,0.031598649,-3.870857502
Rv2238c,-0.738433827,12.54551431,-2.969191842,0.017447165,0.03161219,-3.871759036
Rv0009,0.60289573,12.98895784,2.967157926,0.017502103,0.031697465,-3.874984818
Rv0403c,1.470104815,8.917670974,2.963568875,0.017599485,0.031859499,-3.880677296
Rv2382c,0.91845106,8.572273021,2.961492839,0.01765607,0.031947568,-3.883970178
Rv2518c,0.797431403,10.83111976,2.961015901,0.017669097,0.031956776,-3.884726682
Rv1924c,-1.327941516,10.04803815,-2.959305912,0.017715882,0.03202506,-3.887439064
Rv3172c,1.366851622,10.56059979,2.959054913,0.017722761,0.03202506,-3.887837203
Rv2188c,0.706993113,7.153879457,2.958756107,0.017730953,0.032025489,-3.888311179
Rv1033c,-0.777677998,8.210436792,-2.957001562,0.017779134,0.032098113,-3.891094332
Rv2764c,0.86285578,11.63219535,2.955870031,0.017810278,0.032139929,-3.892889265
Rv3226c,0.756917535,9.774613004,2.951946536,0.017918709,0.032321112,-3.899113293
Rv2826c,-1.068290852,10.1946491,-2.950893517,0.017947927,0.032359316,-3.900783807
Rv3595c,-0.629205187,12.72508773,-2.948782909,0.018006638,0.032436476,-3.904132164
Rv2958c,1.459270784,9.688531115,2.948775799,0.018006836,0.032436476,-3.904143443
Rv2624c,-0.728991647,14.14473868,-2.945144578,0.018108315,0.032604684,-3.909904398
Rv0236A,-1.008053543,10.99005792,-2.941813309,0.018201932,0.032758595,-3.915189729
Rv0812,-0.939750161,9.729448298,-2.939577193,0.018265053,0.032857509,-3.918737644
Rv2846c,-0.619402847,13.6985562,-2.938612355,0.018292359,0.032891933,-3.920268528
Rv3905c,-1.208076955,9.695765902,-2.936730568,0.018345737,0.032973187,-3.923254369
Rv1186c,0.682244903,7.899622609,2.934242347,0.018416565,0.033085717,-3.92720255
Rv3292,1.414494985,9.56877421,2.933528204,0.018436946,0.033096029,-3.928335739
Rv3383c,-0.749016509,10.44759393,-2.933465142,0.018438746,0.033096029,-3.928435804
Rv1290A,0.830870716,7.093416048,2.931179898,0.018504128,0.033198582,-3.932062056
Rv2777c,0.686119423,10.98086039,2.930852377,0.018513518,0.033200633,-3.932581778
Rv2867c,-0.626947397,12.79276758,-2.928037198,0.018594433,0.033330894,-3.937049093
Rv2198c,-0.86366322,11.32859704,-2.925600764,0.018664758,0.033442063,-3.94091551
Rv2924c,0.581580665,9.189832393,2.925089661,0.018679545,0.03345367,-3.941726602
Rv1691,-0.772106013,7.900784791,-2.922457924,0.01875588,0.033575443,-3.945903094
Rv0772,0.666446906,8.571686741,2.921149753,0.018793944,0.03362863,-3.947979172
Rv1266c,0.995634958,10.26098983,2.920621904,0.018809325,0.033641201,-3.94881688
Rv3577,-1.186331311,8.82282689,-2.918365049,0.018875237,0.033744096,-3.952398615
Rv2073c,0.636576274,7.61976882,2.912044142,0.019061116,0.034055096,-3.962430647
Rv2401A,1.655032708,9.323326583,2.911646269,0.01907288,0.034055096,-3.96306214
Rv1992c,1.146913777,10.38208819,2.911588926,0.019074576,0.034055096,-3.963153154
Rv3045,-0.950783733,11.27989148,-2.910451008,0.019108264,0.03410012,-3.964959242
Rv2907c,-1.095276429,9.944094926,-2.909153937,0.019146739,0.034153642,-3.967017959
Rv1235,-0.755451461,9.976809826,-2.908655567,0.019161543,0.034164913,-3.967808982
Rv2914c,-0.77073613,8.443283666,-2.907254445,0.019203228,0.03422408,-3.970032889
Rv2743c,-0.659717317,12.56271271,-2.902914574,0.01933294,0.034440008,-3.976921461
Rv3314c,-1.066576352,9.098143382,-2.902090975,0.019357659,0.03446879,-3.97822877
Rv2892c,0.664953301,8.038113769,2.901687975,0.019369766,0.0344751,-3.97886846
Rv3440c,-1.287574309,11.11737138,-2.901096714,0.019387542,0.034491492,-3.979806987
Rv0161,1.013669325,8.144582181,2.899783955,0.019427072,0.034546552,-3.981890783
Rv2496c,0.692145517,13.01505689,2.896003382,0.019541379,0.034734478,-3.987891971
Rv0238,-0.675273363,11.52142598,-2.895168895,0.019566704,0.034754917,-3.98921664
Rv1229c,-0.688506447,12.21638758,-2.89505565,0.019570143,0.034754917,-3.989396405
Rv1205,0.842392777,11.11329559,2.894174783,0.019596917,0.03478712,-3.990794709
Rv0892,1.072565,9.901962629,2.893181279,0.01962716,0.03482545,-3.992371826
Rv0256c,0.737682575,8.999100921,2.892520567,0.019647299,0.034845827,-3.993420666
Rv0567,1.147577085,9.811227218,2.885063307,0.019876092,0.035236083,-4.005258969
Rv0662c,0.776413646,7.626797147,2.88297629,0.019940614,0.035334909,-4.008572193
Rv2761c,-0.874203933,9.899647103,-2.880248457,0.020025275,0.035469317,-4.012902805
Rv3218,1.024340265,8.267754826,2.876233421,0.020150561,0.035675532,-4.019277064
Rv0270,-0.70724778,12.61689427,-2.875882767,0.020161542,0.035679282,-4.019833769
Rv0894,1.183373118,7.895858242,2.875527028,0.020172688,0.035683322,-4.020398548
Rv3095,1.015112842,10.09092909,2.87473575,0.020197502,0.035711526,-4.021654801
Rv2570,1.696575745,7.995893069,2.869781333,0.020353594,0.035971715,-4.029520683
Rv0248c,-0.64527533,12.08295145,-2.867725858,0.020418717,0.036070977,-4.032784116
Rv3405c,0.84384629,7.932944677,2.863401375,0.020556434,0.036298335,-4.039650103
Rv1530,0.657063523,9.215340035,2.862510179,0.020584934,0.036332724,-4.041065071
Rv2672,-1.179745692,9.665535968,-2.861739804,0.020609603,0.036346039,-4.042288215
Rv1964,1.076098102,7.939450206,2.861710772,0.020610533,0.036346039,-4.042334309
Rv3477,-1.10403213,12.46168471,-2.860228191,0.020658096,0.036413965,-4.044688251
